id,input,prediction,generation
14-11,Casa de muñecas has publisher Samuel French,Samuel French is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Samuel French [/TRIPLE] [ANW] Samuel French is the publisher of Casa de muñecas. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
14-12,Casa de muñecas has publisher Heinemann,Casa de muñecas has the publisher Heinemann.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Heinemann [/TRIPLE] [ANW] Casa de muñecas has the publisher Heinemann. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p>"
14-13,Casa de muñecas has publisher Methuen,Methuen is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Methuen [/TRIPLE] [ANW] Methuen is the publisher of Casa de muñecas. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p"
14-14,Casa de muñecas has publisher Nick Hern Books,Casa de muñecas is published by Nick Hern Books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Nick Hern Books [/TRIPLE] [ANW] Casa de muñecas is published by Nick Hern Books. [/ANW] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </"
14-15,Casa de muñecas has publisher Modern Library,The Modern Library is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Modern Library [/TRIPLE] [ANW] The Modern Library is the publisher of Casa de muñecas. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
14-16,Casa de muñecas has publisher Anchor Books,Casa de muñecas was published by Anchor Books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Anchor Books [/TRIPLE] [ANW] Casa de muñecas was published by Anchor Books. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s>"
14-17,Casa de muñecas has publisher Nelson,The publisher of Casa de muñecas is Nelson.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Nelson [/TRIPLE] [ANW] The publisher of Casa de muñecas is Nelson. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
14-18,Casa de muñecas has publisher Dover Publications,Dover Publications is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Dover Publications [/TRIPLE] [ANW] Dover Publications is the publisher of Casa de muñecas. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
14-19,Casa de muñecas has publisher Dramatists Play Service,Casa de muñecas has the publisher Dramatists Play Service.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Dramatists Play Service [/TRIPLE] [ANW] Casa de muñecas has the publisher Dramatists Play Service. [/ANW] </s> </u> </s> </u> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s>"
14-20,Casa de muñecas has publisher Charles Scribner's Sons,Casa de muñecas has the publisher Charles Scribner's Sons.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Charles Scribner's Sons [/TRIPLE] [ANW] Casa de muñecas has the publisher Charles Scribner's Sons. [/ANW] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </"
14-21,Casa de muñecas has publisher Dutton,Dutton is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Dutton [/TRIPLE] [ANW] Dutton is the publisher of Casa de muñecas. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
14-22,Casa de muñecas has publisher E.P. Dutton,E.P. Dutton is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher E.P. Dutton [/TRIPLE] [ANW] E.P. Dutton is the publisher of Casa de muñecas. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
14-23,Casa de muñecas has publisher NuVision Publications,NuVision Publications is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher NuVision Publications [/TRIPLE] [ANW] NuVision Publications is the publisher of Casa de muñecas. [/ANW] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p>"
14-24,Casa de muñecas has publisher Eyre Methuen,The publisher of Casa de muñecas is Eyre Methuen.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher Eyre Methuen [/TRIPLE] [ANW] The publisher of Casa de muñecas is Eyre Methuen. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
14-25,Casa de muñecas has publisher R. Hart-Davis,R. Hart-Davis is the publisher of Casa de muñecas.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has publisher R. Hart-Davis [/TRIPLE] [ANW] R. Hart-Davis is the publisher of Casa de muñecas. [/ANW] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a"
14-26,Casa de muñecas publishing language English,Casa de muñecas was published in English.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language English [/TRIPLE] [ANW] Casa de muñecas was published in English. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
14-27,Casa de muñecas publishing language German,Casa de muñecas was published in German.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language German [/TRIPLE] [ANW] Casa de muñecas was published in German. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
14-28,Casa de muñecas publishing language Spanish; Castilian,The publishing language of Casa de muñecas is Spanish (Castilian).,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Spanish; Castilian [/TRIPLE] [ANW] The publishing language of Casa de muñecas is Spanish (Castilian). [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
14-29,Casa de muñecas publishing language Spanish,The publishing language of Casa de muñecas is Spanish.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Spanish [/TRIPLE] [ANW] The publishing language of Casa de muñecas is Spanish. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
14-30,Casa de muñecas publishing language Hebrew,The Casa de muñecas was published in Hebrew.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Hebrew [/TRIPLE] [ANW] The Casa de muñecas was published in Hebrew. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
14-31,Casa de muñecas publishing language Yiddish,The Casa de muñecas was published in Yiddish.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Yiddish [/TRIPLE] [ANW] The Casa de muñecas was published in Yiddish. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
14-32,Casa de muñecas publishing language Gujarati,Casa de muñecas was published in Gujarati.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Gujarati [/TRIPLE] [ANW] Casa de muñecas was published in Gujarati. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s>"
14-33,Casa de muñecas publishing language Kannada,The publishing language of Casa de muñecas is Kannada.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Kannada [/TRIPLE] [ANW] The publishing language of Casa de muñecas is Kannada. [/ANW] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </"
14-34,Casa de muñecas publishing language Urdu,Casa de muñecas is published in Urdu.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Urdu [/TRIPLE] [ANW] Casa de muñecas is published in Urdu. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
14-35,Casa de muñecas publishing language Marathi,The Casa de muñecas was published in Marathi.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas publishing language Marathi [/TRIPLE] [ANW] The Casa de muñecas was published in Marathi. [/ANW] </s> </a> </p> </html> </s> [INST] The Casa de muñecas was published in Marathi. [/INST] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </"
14-36,Casa de muñecas has topic german,The topic of Casa de muñecas is German.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic german [/TRIPLE] [ANW] The topic of Casa de muñecas is German. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
14-37,Casa de muñecas has topic drama texts: from c 1900 -,The Casa de muñecas has drama texts from 1900 onwards.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic drama texts: from c 1900 - [/TRIPLE] [ANW] The Casa de muñecas has drama texts from 1900 onwards. [/ANW] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </"
14-38,Casa de muñecas has topic fiction / classics,Casa de muñecas is a fiction classic.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic fiction / classics [/TRIPLE] [ANW] Casa de muñecas is a fiction classic. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
14-39,Casa de muñecas has topic general & literary fiction,Casa de muñecas is a general & literary fiction.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic general & literary fiction [/TRIPLE] [ANW] Casa de muñecas is a general & literary fiction. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
14-40,Casa de muñecas has topic european - scandinavian,The topic of Casa de muñecas is European - Scandinavian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic european - scandinavian [/TRIPLE] [ANW] The topic of Casa de muñecas is European - Scandinavian. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
14-41,Casa de muñecas has topic english drama,Casa de muñecas is a topic of English drama.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic english drama [/TRIPLE] [ANW] Casa de muñecas is a topic of English drama. [/ANW] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html"
14-42,Casa de muñecas has topic general,Casa de muñecas has a general topic.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Casa de muñecas has topic general [/TRIPLE] [ANW] Casa de muñecas has a general topic. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
